"","studentid","surveydate","age","ehpw","hpw","hsleep","gpa","imp","gender","job","type","marital.status"
"1938",52684,2018-03-26,25,25,17,6,49.15,4,"male","empl","par-time","single"
"1939",35391,2018-02-27,19,24,18,6,55.77,3,"male","unempl","full-time","single"
"1940",40472,2018-03-07,25,19,12,7.57,43.02,4,"female","empl","par-time","single"
"1941",91179,2018-05-27,21,19,19,6.57,63.17,5,"male","unempl","full-time","single"
"1942",46801,2018-03-17,32,23,14,6.71,38.42,4,"female","empl","par-time","divorced"
"1943",93320,2018-05-31,21,24,10,7.14,25.85,5,"female","empl","par-time","single"
"1944",10696,2018-01-18,28,23,5,8,11.36,2,"female","unempl","par-time","married"
"1945",15673,2018-01-26,24,20,11,7.57,38.97,5,"female","empl","par-time","single"
"1946",68014,2018-04-20,24,21,13,7.14,42.25,3,"female","empl","par-time","single"
"1947",86507,2018-05-20,24,16,10,8.29,40.3,4,"female","empl","par-time","single"
"1948",10321,2018-01-17,21,22,14,6.86,46.85,5,"female","empl","par-time","single"
"1949",48566,2018-03-20,25,18,20,6.57,66.7,1,"male","unempl","full-time","single"
"1950",355,2018-01-01,24,19,15,7.14,42.26,4,"male","empl","par-time","single"
"1951",59912,2018-04-07,21,18,13,7.57,41.3,4,"female","empl","par-time","single"
"1952",1734,2018-01-03,19,20,5,8.43,17.26,2,"female","unempl","par-time","single"
"1953",56130,2018-04-01,21,21,23,5.71,69.16,3,"male","unempl","full-time","single"
"1954",62409,2018-04-11,17,13,15,8,71.32,3,"male","unempl","full-time","single"
"1955",31739,2018-02-21,18,20,17,6.71,56.77,4,"male","unempl","full-time","single"
"1956",79643,2018-05-09,20,17,13,7.71,50.42,3,"female","unempl","par-time","single"
"1957",8521,2018-01-14,25,16,11,8.14,48.42,4,"female","empl","par-time","single"
"1958",36518,2018-02-28,21,26,8,7.14,24.39,5,"female","empl","par-time","single"
"1959",70549,2018-04-24,28,22,15,6.71,54.9,3,"male","unempl","full-time","divorced"
"1960",32843,2018-02-22,20,26,10,6.86,27.16,3,"female","empl","par-time","single"
"1961",15773,2018-01-26,21,21,11,7.43,36.54,1,"female","empl","par-time","single"
"1962",68168,2018-04-20,19,20,18,6.57,58.41,3,"male","unempl","full-time","single"
"1963",27714,2018-02-14,21,17,20,6.71,68.52,2,"male","unempl","full-time","single"
"1964",76750,2018-05-04,25,20,22,6,76.32,1,"male","unempl","full-time","single"
"1965",54955,2018-03-30,28,17,15,7.43,53.96,3,"male","unempl","full-time","divorced"
"1966",87515,2018-05-22,25,20,12,7.43,38.76,4,"female","empl","par-time","single"
"1967",73032,2018-04-28,26,24,19,5.86,49.34,4,"male","empl","par-time","divorced"
"1968",14148,2018-01-23,21,22,17,6.43,46.81,1,"male","empl","par-time","single"
"1969",71141,2018-04-25,26,21,13,7.14,33.97,3,"female","empl","par-time","married"
"1970",15142,2018-01-25,21,21,15,6.86,42.55,3,"male","empl","par-time","single"
"1971",51543,2018-03-25,19,21,11,7.43,43.19,3,"female","empl","par-time","single"
"1972",19761,2018-02-01,28,21,15,6.86,52.52,5,"male","unempl","full-time","divorced"
"1973",86679,2018-05-20,23,23,15,6.57,51.54,1,"male","unempl","full-time","single"
"1974",12465,2018-01-21,18,22,15,6.71,53.13,4,"male","unempl","full-time","single"
"1975",2883,2018-01-05,22,24,14,6.57,43.39,2,"female","empl","par-time","single"
"1976",20753,2018-02-03,25,23,11,7.14,39.22,5,"female","empl","par-time","single"
"1977",25195,2018-02-10,22,24,17,6.14,48.22,1,"male","empl","par-time","single"
"1978",43321,2018-03-11,17,18,12,7.71,48.89,2,"female","empl","par-time","single"
"1979",51402,2018-03-24,24,21,14,7,39.56,1,"female","empl","par-time","single"
"1980",78071,2018-05-06,24,20,16,6.86,46.69,1,"male","empl","par-time","single"
"1981",75807,2018-05-03,23,23,16,6.43,41.66,3,"male","empl","par-time","single"
"1982",43998,2018-03-12,29,19,10,7.86,37.67,3,"female","empl","par-time","divorced"
"1983",492,2018-01-01,21,24,12,6.86,29.81,1,"female","empl","par-time","single"
"1984",32306,2018-02-22,27,20,21,6.14,72.25,4,"male","unempl","full-time","divorced"
"1985",95533,2018-06-03,24,20,22,6,78.4,1,"male","unempl","full-time","single"
"1986",17945,2018-01-29,17,25,17,6,51.42,2,"male","unempl","full-time","single"
"1987",2977,2018-01-05,25,18,5,8.71,22.67,5,"female","empl","par-time","married"
"1988",61046,2018-04-09,19,24,20,5.71,52.59,4,"male","unempl","full-time","single"
"1989",74997,2018-05-01,24,19,14,7.29,51.49,5,"female","unempl","full-time","single"
"1990",64552,2018-04-15,24,18,13,7.57,44.79,1,"female","empl","par-time","single"
"1991",24489,2018-02-09,19,22,15,6.71,49,4,"male","empl","par-time","single"
"1992",96819,2018-06-06,21,20,20,6.29,58.66,1,"male","unempl","full-time","single"
"1993",76253,2018-05-03,24,26,32,3.71,94.36,5,"male","unempl","full-time","single"
"1994",99758,2018-06-03,24,22,19,6.14,60.22,3,"male","unempl","full-time","single"
"1995",84377,2018-05-17,26,18,19,6.71,62.12,1,"male","unempl","full-time","divorced"
"1996",87783,2018-05-22,33,17,8,8.43,31.97,2,"female","empl","par-time","married"
"1997",88040,2018-05-22,24,24,12,6.86,37.39,2,"female","empl","par-time","single"
"1998",71772,2018-04-26,27,21,17,6.57,57.39,5,"male","unempl","full-time","divorced"
"1999",48382,2018-03-20,21,16,6,8.86,24.31,1,"female","empl","par-time","single"
"2000",15962,2018-01-26,21,23,10,7.29,27.03,1,"female","empl","par-time","single"
